STNAME,CSAFP,CSA,POPESTIMATE2019,area_km2,charging_locations,level2,dcfc,charging_locations_per_100kpeople,charging_locations_per_1000km2,level2_per_100kpeople,level2_per_1000km2,dcfc_per_100kpeople,dcfc_per_1000km2
Alabama,142,"Birmingham-Hoover-Talladega, AL",1042174,13780.933391,34,74,21,3.2624110753098807,2.4671768620697776,7.100541752145036,5.369737876269515,2.0150186053384562,1.5238445324548626
Alabama,194,"Columbus-Auburn-Opelika, GA-AL",222503,3234.1377039999998,13,25,10,5.8426178523435635,4.0196185783683624,11.23580356219916,7.730035727631467,4.494321424879665,3.0920142910525867
Alabama,222,"Dothan-Ozark, AL",105882,1501.819549,2,4,0,1.8888951852061728,1.3317179159984418,3.7777903704123457,2.6634358319968836,0,0
Alabama,290,"Huntsville-Decatur, AL",591503,5027.546679,16,34,10,2.7049736011482612,3.182466722155321,5.748068902440055,6.762741784580057,1.6906085007176632,1.9890417013470754
Alabama,380,"Mobile-Daphne-Fairhope, AL",636444,7301.779995000001,36,70,8,5.656428531025511,4.93030466881384,10.998611032549604,9.586703522693577,1.2569841180056691,1.0956232597364088
Alabama,388,"Montgomery-Selma-Alexander City, AL",307695,3635.786644,13,35,1,4.224963031573473,3.5755673456398784,11.374900469620892,9.62652746903044,0.3249971562748826,0.27504364197229836
Alabama,NA,non-CSA,1996984,96692.188322,23,44,23,1.1517368191232378,0.23786823319590644,2.203322610496629,0.4550522722008646,1.1517368191232378,0.23786823319590644
Alaska,NA,non-CSA,731545,1478927.0500669999,21,33,4,2.8706368029307834,0.014199483334251434,4.511000690319802,0.022313473810966537,0.5467879624630064,0.0027046634922383685
Arizona,429,"Phoenix-Mesa, AZ",5002221,50050.772201,367,885,164,7.336741019639076,7.332554201684573,17.69214115090077,17.682044873272062,3.278543670901385,3.276672722278665
Arizona,536,"Tucson-Nogales, AZ",1047279,23798.597214,50,106,33,4.774276959625849,2.100964168198389,10.121467154406801,4.454044036580584,3.151022793353061,1.3866363510109363
Arizona,NA,non-CSA,1229217,220510.913203,74,156,134,6.020092465366164,0.3355842979611462,12.691005737798939,0.7074479794856595,10.901248518365756,0.6076796746863999
Arkansas,284,"Hot Springs-Malvern, AR",99386,1755.025617,4,25,0,4.024711730022337,2.2791690111267475,25.154448312639605,14.244806319542173,0,0
Arkansas,308,"Jonesboro-Paragould, AR",133860,3796.056217,3,5,0,2.2411474675033616,0.7902938809401726,3.7352457791722693,1.317156468233621,0,0
Arkansas,340,"Little Rock-North Little Rock, AR",707179,7770.011909,40,133,17,5.656276557986026,5.147997257722093,18.807119555303537,17.117090881925957,2.403917537144061,2.187898834531889
Arkansas,368,"Memphis-Forrest City, TN-MS-AR",72949,3224.902023,4,4,4,5.483282841437169,1.2403477598612302,5.483282841437169,1.2403477598612302,5.483282841437169,1.2403477598612302
Arkansas,NA,non-CSA,2004430,118230.58431399999,40,81,21,1.995579790763459,0.33832193448157977,4.041049076296004,0.6851019173251991,1.047679390150816,0.1776190156028294
California,260,"Fresno-Madera-Hanford, CA",1309368,24567.640575,138,437,139,10.539435819418223,5.617145023703603,33.37488009482438,17.787625908394745,10.615808542747342,5.657848973150731
California,348,"Los Angeles-Long Beach, CA",18711436,87984.006157,2980,9501,1794,15.926089264340803,33.86979213793065,50.77643426191341,107.98553526928828,9.587719510143422,20.390069495116634
California,454,"Redding-Red Bluff, CA",245164,17416.636242,21,43,33,8.565694800215367,1.205743733072794,17.539279829012415,2.4689038343871497,13.460377543195575,1.8947401519715334
California,472,"Sacramento-Roseville, CA",2639124,18873.782044,357,1083,336,13.527215848895317,18.915127830115573,41.03634387774125,57.38118610648507,12.73149726954853,17.802473251873483
California,488,"San Jose-San Francisco-Oakland, CA",9665887,35134.047611,2000,8038,1538,20.691324034721283,56.92483889541456,83.15843129554483,228.78092752067113,15.911628182700666,43.775201110573796
California,NA,non-CSA,6941244,219683.975853,1036,2998,687,14.925278523561484,4.7158651238779115,43.191105225518655,13.646876101723919,9.897361337535463,3.1272194402549474
Colorado,216,"Denver-Aurora, CO",3591198,29021.991418,526,1386,152,14.646922837448672,18.124187014739608,38.594363218068175,47.756888217545814,4.232570857969959,5.237407654449469
Colorado,233,"Edwards-Glenwood Springs, CO",132955,14510.658094999999,92,214,35,69.196344627881615,6.340167303073652,160.95671467789853,14.747780465845235,26.324696325824526,2.412020169647585
Colorado,444,"Pueblo-Cañon City, CO",168424,6179.964847,11,27,5,6.53113570512516,1.7799453997444397,16.030969458034484,4.368956890281806,2.9686980477841636,0.8090660907929271
Colorado,525,"Steamboat Springs-Craig, CO",38921,18402.546626,13,29,4,33.40099175252435,0.706423967519418,74.50990467870815,1.5758688506202403,10.277228231545951,0.21736122077520556
Colorado,NA,non-CSA,1827238,200304.714385,246,514,118,13.462942430050163,1.2281288573526552,28.129887841649527,2.5660903767449788,6.457834173763899,0.5891024600309485
Connecticut,148,"Boston-Worcester-Providence, MA-RI-NH-CT",116782,1328.478482,11,18,0,9.419259817437618,8.280149169928368,15.413334246716103,13.549335005337332,0,0
Connecticut,278,"Hartford-East Hartford, CT",1470083,5645.55614,162,344,60,11.019785957663615,28.695135781609643,23.400039317507925,60.93288091897356,4.08140220654208,10.62782806726283
Connecticut,408,"New York-Newark, NY-NJ-CT-PA",1978422,5568.462759,206,414,169,10.412338722476802,36.99405184438982,20.925768112162118,74.34726924066692,8.54216137911932,30.349489134475146
Delaware,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",739539,2622.046685,33,77,49,4.462239313950989,12.585588269188275,10.411891732552306,29.366372628105974,6.6257492843514685,18.687691672431075
Delaware,480,"Salisbury-Cambridge, MD-DE",234225,2424.573396,24,42,16,10.246557796990075,9.898648578588958,17.931476144732628,17.32263501253068,6.831038531326716,6.5990990523926385
District of Columbia,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",705749,158.340389,155,443,20,21.962482412302393,978.9037464092627,62.77019166870941,2797.7700623180867,2.833868698361599,126.31016082700164
Florida,163,"Cape Coral-Fort Myers-Naples, FL",1155479,7196.009214,58,117,39,5.019563315300408,8.060023031538048,10.125670825692202,16.259011977412957,3.3752236085640672,5.419670659137653
Florida,264,"Gainesville-Lake City, FL",340729,4333.283179,27,67,23,7.9241860833683075,6.230841347006276,19.663721021691725,15.461717416645204,6.750232589535965,5.307753740042384
Florida,300,"Jacksonville-St. Marys-Palatka, FL-GA",1604825,8661.845085,112,248,41,6.9789540915676165,12.930270502523076,15.453398345614008,28.63131325558681,2.5547956942345738,4.733402594673627
Florida,370,"Miami-Port St. Lucie-Fort Lauderdale, FL",6889936,19860.616943,503,1390,268,7.300503226735343,25.326504279479874,20.174352853205022,69.98775536476545,3.889731341481256,13.4940420415519
Florida,412,"North Port-Sarasota, FL",1025905,5130.0515589999995,69,176,26,6.725768955215151,13.450157217026131,17.155584581418356,34.30764739415361,2.5343477222549846,5.068175183227238
Florida,422,"Orlando-Lakeland-Deltona, FL",4133709,19245.089785,336,712,135,8.128293501066477,17.458998827944413,17.22424099035515,36.99644989731078,3.2658322102499233,7.014776314799095
Florida,426,"Pensacola-Ferry Pass, FL-AL",502629,4323.60353,10,14,4,1.9895390039174021,2.3128855202872867,2.785354605484363,3.2380397284022013,0.7958156015669609,0.9251542081149147
Florida,NA,non-CSA,5824525,70196.865422,323,672,168,5.545516587189513,4.601345060897412,11.537421506474777,9.57307703072155,2.8843553766186942,2.3932692576803873
Georgia,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",6576012,23694.783422,692,2043,256,10.523095152502762,29.204740455972924,31.06746155572709,86.22150975657902,3.892936935029924,10.804065833423511
Georgia,174,"Chattanooga-Cleveland-Dalton, TN-GA",232352,2831.5582759999998,5,10,1,2.151907450764358,1.7658121474594013,4.303814901528716,3.5316242949188026,0.4303814901528715,0.35316242949188026
Georgia,194,"Columbus-Auburn-Opelika, GA-AL",241912,2406.205409,14,28,3,5.787228413638017,5.81828963879617,11.574456827276034,11.63657927759234,1.2401203743510036,1.2467763511706078
Georgia,300,"Jacksonville-St. Marys-Palatka, FL-GA",54666,1632.512482,3,4,8,5.4878718033146745,1.83765823114852,7.317162404419567,2.450210974864693,14.634324808839134,4.900421949729386
Georgia,356,"Macon-Bibb County--Warner Robins, GA",367335,3666.0633040000002,23,55,25,6.261314603835736,6.273759641549278,14.972708835259368,15.00246870805262,6.805776743299713,6.819303958205736
Georgia,496,"Savannah-Hinesville-Statesboro, GA",500027,7005.976096,37,73,23,7.399600421577235,5.281205572643164,14.599211642571301,10.419675859539216,4.5997516134128755,3.2829115721835884
Georgia,NA,non-CSA,2645119,108247.505241,94,247,64,3.553715352693017,0.8683802900650721,9.337954171438033,2.2818077834688597,2.419550878429288,0.5912376442996236
Hawaii,NA,non-CSA,1415872,16634.006436,284,567,87,20.05831035573837,17.073457383385133,40.04599285811147,34.086796959082285,6.144623242779009,5.230249268853896
Idaho,147,"Boise City-Mountain Home-Ontario, ID-OR",738947,12209.562905,44,84,18,5.954418923143337,3.6037326104426994,11.367527035091827,6.879853165390608,2.43589865037682,1.4742542497265587
Idaho,292,"Idaho Falls-Rexburg-Blackfoot, ID",132161,9660.505129,5,7,13,3.7832643518133184,0.5175712794758975,5.296570092538646,0.7245997912662565,9.836487314714628,1.3456853266373336
Idaho,446,"Pullman-Moscow, WA-ID",40108,2786.483015,1,2,0,2.4932681759250026,0.35887532585588,4.986536351850005,0.71775065171176,0,0
Idaho,518,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",165697,3205.833848,6,11,6,3.6210673699584177,1.871587950118867,6.638623511590434,3.4312445752179226,3.6210673699584177,1.871587950118867
Idaho,NA,non-CSA,710152,186187.512962,20,25,36,2.8162984825783774,0.10741858936631216,3.520373103222972,0.13427323670789018,5.069337268641079,0.1933534608593619
Illinois,145,"Bloomington-Pontiac, IL",207165,5767.584795000001,38,60,12,18.342866796997562,6.588546393447518,28.962421258417205,10.402967989653975,5.79248425168344,2.0805935979307955
Illinois,176,"Chicago-Naperville, IL-IN-WI",8675091,16929.043763,478,1181,235,5.5100286556071865,28.23549910389584,13.613690046594323,69.7617666144372,2.7089053013968383,13.881469224718666
Illinois,209,"Davenport-Moline, IA-IL",190792,3238.796408,7,12,4,3.668916935720575,2.1612967035253052,6.2895718898067,3.7050800631862373,2.0965239632689,1.235026687728746
Illinois,221,"Dixon-Sterling, IL",34096,1877.189067,1,1,0,2.9328953542937586,0.5327113915052436,2.9328953542937586,0.5327113915052436,0,0
Illinois,448,"Quincy-Hannibal, IL-MO",65435,2214.804481,2,6,0,3.0564682509360437,0.9030142467009032,9.16940475280813,2.7090427401027095,0,0
Illinois,466,"Rockford-Freeport-Rochelle, IL",333215,3293.9721499999996,10,23,12,3.0010653782092644,3.0358483753422147,6.902450369881309,6.982451263287094,3.601278453851117,3.6430180504106575
Illinois,476,"St. Louis-St. Charles-Farmington, MO-IL",597419,6266.96336,19,31,10,3.180347461329486,3.0317713553697883,5.188987963221793,4.94657431665597,1.6738670849102555,1.5956691344051517
Illinois,522,"Springfield-Jacksonville-Lincoln, IL",223290,3849.562449,11,23,14,4.926328989206861,2.8574676072231187,10.300506068341619,5.9747049969210675,6.26987325899055,3.636776954647606
Illinois,NA,non-CSA,2345318,100341.947344,65,109,35,2.771479176810991,0.6477849166825713,4.647557388806123,1.0862854756676967,1.4923349413597644,0.34880726282907687
Indiana,144,"Bloomington-Bedford, IN",214600,3183.085699,8,15,8,3.727865796831314,2.5132845158750468,6.989748369058713,4.712408467265712,3.727865796831314,2.5132845158750468
Indiana,176,"Chicago-Naperville, IL-IN-WI",779754,4964.743436,33,63,20,4.232103971252473,6.646869153542299,8.079471217845628,12.689477474944386,2.564911497728771,4.028405547601393
Indiana,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",49458,790.171242,1,2,1,2.0219175866391685,1.2655484619623756,4.043835173278337,2.531096923924751,2.0219175866391685,1.2655484619623756
Indiana,258,"Fort Wayne-Huntington-Auburn, IN",532121,5426.471361,26,52,18,4.886106731363731,4.791327230962972,9.772213462727462,9.582654461925944,3.382689275559506,3.317072698358981
Indiana,294,"Indianapolis-Carmel-Muncie, IN",2188880,13185.42277,76,174,68,3.4720953181535763,5.763941082944889,7.949270859983188,13.196391426742247,3.1066116004532,5.1572104426349
Indiana,316,"Kokomo-Peru, IN",82544,759.058571,1,0,8,1.211475092072107,1.3174213930323961,0,0,9.691800736576855,10.539371144259169
Indiana,320,"Lafayette-West Lafayette-Frankfort, IN",195732,1292.163432,12,23,12,6.130831953896144,9.286750965724588,11.750761244967608,17.799606017638794,6.130831953896144,9.286750965724588
Indiana,350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",196824,1348.873397,6,7,6,3.048408730642605,4.4481565233212175,3.556476852416372,5.189515943874753,3.048408730642605,4.4481565233212175
Indiana,458,"Richmond-Connersville, IN",65884,1040.539262,1,0,8,1.5178191973772084,0.9610401418951935,0,0,12.142553579017667,7.688321135161548
Indiana,515,"South Bend-Elkhart-Mishawaka, IN-MI",603881,4910.926365,23,42,10,3.8086974089265935,4.68343409991243,6.955012659778996,8.55235792157922,1.6559553951854753,2.0362756956141004
Indiana,NA,non-CSA,1822541,55888.592663,30,65,12,1.6460535044204767,0.536782169143095,3.5664492595776998,1.1630280331433724,0.6584214017681906,0.21471286765723796
Iowa,161,"Burlington-Fort Madison-Keokuk, IA-IL-MO",38967,1077.768387,6,15,2,15.397644160443454,5.567058815578341,38.49411040110863,13.917647038945853,5.132548053481151,1.8556862718594471
Iowa,168,"Cedar Rapids-Iowa City, IA",377846,3444.863996,32,76,9,8.469058822906687,9.289191108025387,20.11401470440338,22.06182888156029,2.3819227939425054,2.6125849991321397
Iowa,209,"Davenport-Moline, IA-IL",172943,1186.437845,10,13,12,5.782251955846724,8.428591554241935,7.516927542600741,10.957169020514515,6.9387023470160685,10.11430986509032
Iowa,218,"Des Moines-Ames-West Des Moines, IA",774769,8897.849412,43,84,24,5.550041367168795,4.832628426146262,10.841941275399506,9.44048343712293,3.097697507257002,2.6972809820351227
Iowa,420,"Omaha-Council Bluffs-Fremont, NE-IA",93206,2461.811904,6,3,24,6.437353818423707,2.4372292579506514,3.2186769092118537,1.2186146289753257,25.74941527369483,9.748917031802605
Iowa,NA,non-CSA,1697339,127591.735693,50,80,51,2.945787494425097,0.39187491045897827,4.713259991080156,0.6269998567343652,3.0047032443135993,0.3997124086681579
Kansas,312,"Kansas City-Overland Park-Kansas City, MO-KS",971847,4000.045365,153,654,37,15.743218840002593,38.24956620210731,67.29454327687382,163.49814572665477,3.8071836410463784,9.24989509462726
Kansas,556,"Wichita-Winfield, KS",652290,10598.458104,16,51,16,2.4528967177175796,1.5096535593192926,7.818608287724785,4.812020720330246,2.4528967177175796,1.5096535593192926
Kansas,NA,non-CSA,1289177,197154.971311,46,81,62,3.568167908673518,0.2333189961892353,6.283078273968586,0.4108443193766969,4.809269789951263,0.3144734296463606
Kentucky,150,"Bowling Green-Glasgow, KY",132896,1403.048148,6,11,12,4.514808572116542,4.27640349231978,8.277149048880327,7.840073069252929,9.029617144233084,8.55280698463956
Kentucky,170,"Charleston-Huntington-Ashland, WV-OH-KY",73515,1474.641318,2,3,0,2.7205332245120046,1.3562620113700083,4.080799836768006,2.0343930170550126,0,0
Kentucky,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",419232,2113.149525,10,29,2,2.3853140981604457,4.7322727907766025,6.917410884665292,13.723591093252146,0.47706281963208913,0.9464545581553203
Kentucky,336,"Lexington-Fayette--Richmond--Frankfort, KY",615288,4792.893242,27,53,11,4.388188945664469,5.633340580883316,8.613852374822846,11.058038918030213,1.787780681567006,2.29506468110061
Kentucky,350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",1005624,4451.295144,65,122,19,6.463648441166877,14.602491611371795,12.131770920343985,27.40775348595937,1.8893741597257026,4.268420624862525
Kentucky,424,"Paducah-Mayfield, KY-IL",65418,644.190803,3,4,3,4.585893790699807,4.6570053251753745,6.1145250542664105,6.209340433567165,4.585893790699807,4.6570053251753745
Kentucky,NA,non-CSA,2155700,87402.999879,23,39,19,1.066938813378485,0.2631488625315036,1.809157118337431,0.4462089408142888,0.8813842371387485,0.21738384296080737
Louisiana,217,"DeRidder-Fort Polk South, LA",47429,3439.290592,1,1,0,2.1084146829998525,0.29075763540483063,2.1084146829998525,0.29075763540483063,0,0
Louisiana,318,"Lafayette-Opelousas-Morgan City, LA",379945,4998.407191,9,10,13,2.3687639000381635,1.800573593965126,2.6319598889312927,2.000637326627918,3.421547855610681,2.600828524616293
Louisiana,324,"Lake Charles-Jennings, LA",203436,2756.144275,6,10,9,2.9493305019760516,2.176954252512779,4.915550836626752,3.6282570875212983,4.4239957529640765,3.2654313787691684
Louisiana,384,"Monroe-Ruston, LA",200021,2802.739283,6,12,8,2.9996850330715272,2.1407628017322082,5.9993700661430545,4.2815256034644165,3.99958004409537,2.8543504023096107
Louisiana,406,"New Orleans-Metairie-Hammond, LA-MS",1260651,5998.30297,47,121,14,3.7282324767124284,7.835549527102329,9.598215525153273,20.17237218679536,1.1105373334888087,2.333993476158141
Louisiana,508,"Shreveport-Bossier City-Minden, LA",367243,4453.178526,4,4,8,1.0891970711490757,0.8982348173660443,1.0891970711490757,0.8982348173660443,2.1783941422981514,1.7964696347320885
Louisiana,NA,non-CSA,2190069,87451.043545,23,46,14,1.050195222159667,0.26300429437602774,2.100390444319334,0.5260085887520555,0.639249265662406,0.16008957048975603
Maine,438,"Portland-Lewiston-South Portland, ME",646777,6601.73495,97,152,60,14.997441158235373,14.693107302043382,23.501144907750277,23.02425061763499,9.27676772674353,9.08851998064539
Maine,NA,non-CSA,697435,73285.92409,90,156,67,12.904428369668857,1.2280666596968062,22.367675840759354,2.128648876807797,9.60663000853126,0.9142274022187334
Maryland,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",102855,896.909987,6,7,20,5.833454863642992,6.689634508440366,6.805697340916825,7.804573593180427,19.44484954547664,22.29878169480122
Maryland,480,"Salisbury-Cambridge, MD-DE",187814,3583.473442,33,62,29,17.57057514349303,9.208942255082576,33.0113836029263,17.301649085306657,15.440808459433269,8.092706830224081
Maryland,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",5577137,15523.766416,649,1620,352,11.636795007904594,41.806864559047355,29.047161653013006,104.35611800563439,6.311482038185542,22.674909591347717
Maryland,NA,non-CSA,177874,5147.576451,17,34,8,9.557327096708907,3.302525015766881,19.114654193417813,6.605050031533762,4.497565692568897,1.5541294191844146
Massachusetts,148,"Boston-Worcester-Providence, MA-RI-NH-CT",6041446,12642.445722,725,2080,279,12.00043830566391,57.34649892452194,34.42884369073232,164.52512794897328,4.618099706593421,22.068514758540164
Massachusetts,NA,non-CSA,851057,7561.942106,126,285,42,14.805118811078458,16.66238622747795,33.48776873934413,37.68873075262869,4.935039603692819,5.554128742492649
Michigan,220,"Detroit-Warren-Ann Arbor, MI",5243543,14980.305284,211,469,106,4.023996751814565,14.085160215350388,8.944334012327161,31.30777318009162,2.0215339132338572,7.075957264583607
Michigan,266,"Grand Rapids-Kentwood-Muskegon, MI",1347773,10365.156656,84,167,53,6.2325035447363915,8.104074331705885,12.390810618702112,16.11167158803432,3.9324129508455803,5.113284995004904
Michigan,310,"Kalamazoo-Battle Creek-Portage, MI",442742,4596.33552,21,34,19,4.743168707734979,4.568857062027535,7.679416002999489,7.39719714804458,4.291438354617362,4.133727818024913
Michigan,394,"Mount Pleasant-Alma, MI",69872,1483.282623,5,8,0,7.155942294481338,3.370901757001167,11.44950767117014,5.393442811201867,0,0
Michigan,474,"Saginaw-Midland-Bay City, MI",293665,3219.2128000000002,4,4,8,1.3620962661536105,1.24253979109427,1.3620962661536105,1.24253979109427,2.724192532307221,2.48507958218854
Michigan,515,"South Bend-Elkhart-Mishawaka, IN-MI",205188,2739.910675,13,23,8,6.335653157104703,4.74468022575225,11.209232508723707,8.394434245561673,3.8988634812952023,2.9198032158475384
Michigan,NA,non-CSA,2384074,109224.486307,100,183,80,4.1945006740562585,0.9155456196784254,7.675936233522953,1.6754484840115182,3.3556005392450063,0.7324364957427403
Minnesota,244,"Fargo-Wahpeton, ND-MN",64222,2707.051032,1,2,1,1.557098813490704,0.36940566992606294,3.114197626981408,0.7388113398521259,1.557098813490704,0.36940566992606294
Minnesota,359,"Mankato-New Ulm, MN",126935,4681.411332,10,16,6,7.878047819750266,2.1361079577956645,12.604876511600423,3.417772732473063,4.72682869185016,1.2816647746773986
Minnesota,378,"Minneapolis-St. Paul, MN-WI",3798367,21358.589044,252,608,89,6.634430006368525,11.798532172741588,16.006878745524062,28.466299845344786,2.3431121847888843,4.1669419181507985
Minnesota,462,"Rochester-Austin, MN",219422,5765.939789,16,36,9,7.29188504343229,2.7749162470485866,16.40674134772265,6.24356155585932,4.101685336930663,1.56089038896483
